repo_slug,capability_id,capability_label,domain
magma,network-orchestrator,Network Orchestrator,telecoms
magma,multi-tenant-orchestration,Multi Tenant Orchestration,telecoms
nautobot,rest-api-server,Rest Api Server,telecoms
nautobot,graphql-api,Graphql Api,telecoms
nautobot,network-source-of-truth,Network Source Of Truth,telecoms
nautobot,ip-address-management,Ip Address Management,telecoms
nautobot,dcim-modeling,Dcim Modeling,telecoms
nautobot,network-automation-platform,Network Automation Platform,telecoms
nautobot,web-dashboard,Web Dashboard,telecoms
nautobot,plugin-system,Plugin System,telecoms
nautobot,git-integration,Git Integration,telecoms
nautobot,device-inventory,Device Inventory,telecoms
nautobot,circuit-management,Circuit Management,telecoms
nautobot,vlan-management,Vlan Management,telecoms
nautobot,prefix-management,Prefix Management,telecoms
netlab,multi-vendor-lab,Multi Vendor Lab,telecoms
netlab,containerlab-config-generation,Containerlab Config Generation,telecoms
netlab,yaml-driven-topology,Yaml Driven Topology,telecoms
netlab,vxlan-configuration,Vxlan Configuration,telecoms
netlab,isis-configuration,Isis Configuration,telecoms
netlab,ansible-inventory-generation,Ansible Inventory Generation,telecoms
netlab,mpls-configuration,Mpls Configuration,telecoms
netlab,bgp-configuration,Bgp Configuration,telecoms
netlab,bfd-configuration,Bfd Configuration,telecoms
netlab,ipv4-ipv6-addressing,Ipv4 Ipv6 Addressing,telecoms
netlab,vagrant-topology-generation,Vagrant Topology Generation,telecoms
netlab,vrrp-configuration,Vrrp Configuration,telecoms
netlab,topology-mutation,Topology Mutation,telecoms
netlab,config-mutation,Config Mutation,telecoms
netlab,network-topology-generation,Network Topology Generation,telecoms
netlab,network-digital-twin,Network Digital Twin,telecoms
netlab,jinja2-device-templates,Jinja2 Device Templates,telecoms
netlab,srv6-configuration,Srv6 Configuration,telecoms
netlab,ospf-configuration,Ospf Configuration,telecoms
netlab,evpn-configuration,Evpn Configuration,telecoms
netopeer2,netconf-cli-client,Netconf Cli Client,telecoms
netopeer2,netconf-server,Netconf Server,telecoms
netopeer2,mock-network-device,Mock Network Device,telecoms
netopeer2,ssh-transport,Ssh Transport,telecoms
netopeer2,config-mutation,Config Mutation,telecoms
netopeer2,netconf-event-notifications,Netconf Event Notifications,telecoms
netopeer2,yang-datastore,Yang Datastore,telecoms
netopeer2,nacm-access-control,Nacm Access Control,telecoms
netopeer2,yang-validation,Yang Validation,telecoms
netopeer2,netconf-call-home,Netconf Call Home,telecoms
netopeer2,nmda-support,Nmda Support,telecoms
netopeer2,tls-transport,Tls Transport,telecoms
netopeer2,sysrepo-integration,Sysrepo Integration,telecoms
netshoot,traffic-generation,Traffic Generation,telecoms
netshoot,packet-capture,Packet Capture,telecoms
netshoot,network-diagnostics,Network Diagnostics,telecoms
netshoot,port-scanning,Port Scanning,telecoms
netshoot,bandwidth-testing,Bandwidth Testing,telecoms
netshoot,dns-analysis,Dns Analysis,telecoms
netshoot,http-testing,Http Testing,telecoms
netshoot,grpc-testing,Grpc Testing,telecoms
netshoot,packet-crafting,Packet Crafting,telecoms
netshoot,latency-measurement,Latency Measurement,telecoms
netshoot,sidecar-toolbox,Sidecar Toolbox,telecoms
netshoot,tcp-analysis,Tcp Analysis,telecoms
netshoot,ssl-inspection,Ssl Inspection,telecoms
nokia-sr-linux-container-image,netconf-server,Netconf Server,telecoms
nokia-sr-linux-container-image,gnmi-server,Gnmi Server,telecoms
nokia-sr-linux-container-image,ssh-cli,Ssh Cli,telecoms
nokia-sr-linux-container-image,config-mutation,Config Mutation,telecoms
nokia-sr-linux-container-image,isis-routing,Isis Routing,telecoms
nokia-sr-linux-container-image,ospf-routing,Ospf Routing,telecoms
nokia-sr-linux-container-image,json-rpc-api,Json Rpc Api,telecoms
nokia-sr-linux-container-image,yang-datastore,Yang Datastore,telecoms
nokia-sr-linux-container-image,streaming-telemetry,Streaming Telemetry,telecoms
nokia-sr-linux-container-image,network-os-container,Network Os Container,telecoms
nokia-sr-linux-container-image,evpn-overlay,Evpn Overlay,telecoms
nokia-sr-linux-container-image,containerlab-integration,Containerlab Integration,telecoms
nokia-sr-linux-container-image,bgp-routing,Bgp Routing,telecoms
nokia-sr-linux-container-image,grpc-server,Grpc Server,telecoms
nokia-sr-linux-container-image,vxlan-tunneling,Vxlan Tunneling,telecoms
notconf,cisco-xr-model,Cisco Xr Model,telecoms
notconf,netconf-server,Netconf Server,telecoms
notconf,juniper-junos-model,Juniper Junos Model,telecoms
notconf,sysrepo-backend,Sysrepo Backend,telecoms
notconf,device-simulator,Device Simulator,telecoms
notconf,netopeer2-server,Netopeer2 Server,telecoms
notconf,nokia-sros-model,Nokia Sros Model,telecoms
notconf,config-mutation,Config Mutation,telecoms
notconf,multi-arch-container,Multi Arch Container,telecoms
notconf,yang-datastore,Yang Datastore,telecoms
notconf,ietf-yang-model,Ietf Yang Model,telecoms
notconf,custom-yang-loader,Custom Yang Loader,telecoms
notconf,rousette-restconf,Rousette Restconf,telecoms
notconf,netsim-replacement,Netsim Replacement,telecoms
notconf,restconf-server,Restconf Server,telecoms
ntopng,traffic-visualization,Traffic Visualization,telecoms
ntopng,flow-analysis,Flow Analysis,telecoms
ntopng,snmp-monitoring,Snmp Monitoring,telecoms
ntopng,ipfix-collection,Ipfix Collection,telecoms
ntopng,web-dashboard,Web Dashboard,telecoms
ntopng,security-monitoring,Security Monitoring,telecoms
ntopng,real-time-alerting,Real Time Alerting,telecoms
ntopng,ndpi-classification,Ndpi Classification,telecoms
ntopng,packet-capture,Packet Capture,telecoms
ntopng,netflow-collection,Netflow Collection,telecoms
ntopng,deep-packet-inspection,Deep Packet Inspection,telecoms
ntopng,sflow-collection,Sflow Collection,telecoms
ntopng,protocol-analysis,Protocol Analysis,telecoms
onos-open-network-operating-system,high-availability-clustering,High Availability Clustering,telecoms
onos-open-network-operating-system,netconf-client,Netconf Client,telecoms
onos-open-network-operating-system,openflow-controller,Openflow Controller,telecoms
onos-open-network-operating-system,network-intent-abstraction,Network Intent Abstraction,telecoms
onos-open-network-operating-system,web-dashboard,Web Dashboard,telecoms
onos-open-network-operating-system,config-mutation,Config Mutation,telecoms
onos-open-network-operating-system,sdn-controller,Sdn Controller,telecoms
onos-open-network-operating-system,p4runtime-controller,P4Runtime Controller,telecoms
onos-open-network-operating-system,ovsdb-client,Ovsdb Client,telecoms
onos-open-network-operating-system,restconf-client,Restconf Client,telecoms
onos-open-network-operating-system,gnmi-client,Gnmi Client,telecoms
onos-open-network-operating-system,flow-rule-programming,Flow Rule Programming,telecoms
onos-open-network-operating-system,rest-api,Rest Api,telecoms
onos-open-network-operating-system,topology-discovery,Topology Discovery,telecoms
onos-open-network-operating-system,network-virtualization,Network Virtualization,telecoms
openimss,opensips-ims,Opensips Ims,telecoms
openimss,ims-cscf,Ims Cscf,telecoms
openimss,metrics-collection,Metrics Collection,telecoms
openimss,rcs-support,Rcs Support,telecoms
openimss,web-dashboard,Web Dashboard,telecoms
openimss,volte-support,Volte Support,telecoms
openimss,diameter-server,Diameter Server,telecoms
openimss,gnb-simulator,Gnb Simulator,telecoms
openimss,grafana-monitoring,Grafana Monitoring,telecoms
openimss,container-orchestration,Container Orchestration,telecoms
openimss,sa-deployment,Sa Deployment,telecoms
openimss,sip-proxy,Sip Proxy,telecoms
openimss,ue-simulator,Ue Simulator,telecoms
openimss,enb-simulator,Enb Simulator,telecoms
openimss,4g-lte-epc,4G Lte Epc,telecoms
openimss,5g-core-amf,5G Core Amf,telecoms
openimss,config-mutation,Config Mutation,telecoms
openimss,5g-core-smf,5G Core Smf,telecoms
openimss,ueransim-ran,Ueransim Ran,telecoms
openimss,srsran-ran,Srsran Ran,telecoms
openimss,nsa-deployment,Nsa Deployment,telecoms
openimss,open5gs-core,Open5Gs Core,telecoms
openimss,5g-core-upf,5G Core Upf,telecoms
openimss,multi-service-compose,Multi Service Compose,telecoms
openimss,distributed-tracing,Distributed Tracing,telecoms
openkilda,flow-mirroring,Flow Mirroring,telecoms
openkilda,storm-topology-processing,Storm Topology Processing,telecoms
openkilda,openflow-controller,Openflow Controller,telecoms
openkilda,web-dashboard,Web Dashboard,telecoms
openkilda,config-mutation,Config Mutation,telecoms
openkilda,path-pinning,Path Pinning,telecoms
openkilda,multi-switch-orchestration,Multi Switch Orchestration,telecoms
openkilda,sdn-flow-management,Sdn Flow Management,telecoms
openkilda,l2-network-services,L2 Network Services,telecoms
openkilda,blue-green-deployment,Blue Green Deployment,telecoms
openkilda,southbound-openflow,Southbound Openflow,telecoms
openkilda,northbound-rest-api,Northbound Rest Api,telecoms
openkilda,kafka-event-streaming,Kafka Event Streaming,telecoms
pyhss,geored-replication,Geored Replication,telecoms
pyhss,gsup-interface,Gsup Interface,telecoms
pyhss,pcrf-policy-control,Pcrf Policy Control,telecoms
pyhss,config-mutation,Config Mutation,telecoms
pyhss,eir-equipment-identity,Eir Equipment Identity,telecoms
pyhss,diameter-server,Diameter Server,telecoms
pyhss,rest-api,Rest Api,telecoms
pyhss,multi-database-backend,Multi Database Backend,telecoms
pyhss,metrics-dashboard,Metrics Dashboard,telecoms
pyhss,lte-epc-core,Lte Epc Core,telecoms
pyhss,hss-subscriber-management,Hss Subscriber Management,telecoms
pyhss,volte-hss,Volte Hss,telecoms
routr,sip-proxy,Sip Proxy,telecoms
routr,programmable-sip-routing,Programmable Sip Routing,telecoms
routr,tls-sip-transport,Tls Sip Transport,telecoms
routr,load-balancing,Load Balancing,telecoms
routr,grpc-api,Grpc Api,telecoms
routr,sip-registrar,Sip Registrar,telecoms
routr,multi-tenant-sip,Multi Tenant Sip,telecoms
routr,config-mutation,Config Mutation,telecoms
routr,webrtc-gateway,Webrtc Gateway,telecoms
routr,sip-location-server,Sip Location Server,telecoms
routr,helm-charts,Helm Charts,telecoms
routr,sip-over-websocket,Sip Over Websocket,telecoms
slice-aware-ntn,slice-aware-routing,Slice Aware Routing,telecoms
slice-aware-ntn,config-mutation,Config Mutation,telecoms
slice-aware-ntn,5g-core-amf,5G Core Amf,telecoms
slice-aware-ntn,qos-management,Qos Management,telecoms
slice-aware-ntn,traffic-generation,Traffic Generation,telecoms
slice-aware-ntn,free5gc-core,Free5Gc Core,telecoms
slice-aware-ntn,multi-slice-orchestration,Multi Slice Orchestration,telecoms
slice-aware-ntn,5g-core-smf,5G Core Smf,telecoms
slice-aware-ntn,5g-core-pcf,5G Core Pcf,telecoms
slice-aware-ntn,gnb-simulation,Gnb Simulation,telecoms
slice-aware-ntn,network-slicing,Network Slicing,telecoms
slice-aware-ntn,5g-core-upf,5G Core Upf,telecoms
slice-aware-ntn,ntn-backhaul,Ntn Backhaul,telecoms
slice-aware-ntn,satellite-link-emulation,Satellite Link Emulation,telecoms
slice-aware-ntn,ue-simulation,Ue Simulation,telecoms
slice-aware-ntn,ueransim-integration,Ueransim Integration,telecoms
topolograph-docker,ospf-topology-visualization,Ospf Topology Visualization,telecoms
topolograph-docker,multi-vendor-support,Multi Vendor Support,telecoms
topolograph-docker,web-dashboard,Web Dashboard,telecoms
topolograph-docker,mcp-server,Mcp Server,telecoms
topolograph-docker,lsdb-ingestion,Lsdb Ingestion,telecoms
topolograph-docker,fault-injection,Fault Injection,telecoms
topolograph-docker,node-failure-simulation,Node Failure Simulation,telecoms
topolograph-docker,link-failure-simulation,Link Failure Simulation,telecoms
topolograph-docker,shortest-path-calculation,Shortest Path Calculation,telecoms
topolograph-docker,rest-api,Rest Api,telecoms
topolograph-docker,ai-agent-integration,Ai Agent Integration,telecoms
topolograph-docker,traffic-flow-analysis,Traffic Flow Analysis,telecoms
topolograph-docker,what-if-failure-simulation,What If Failure Simulation,telecoms
topolograph-docker,isis-topology-visualization,Isis Topology Visualization,telecoms
topolograph-docker,protocol-analysis,Protocol Analysis,telecoms
topolograph-docker,bgp-ls-support,Bgp Ls Support,telecoms
trex,flow-simulation,Flow Simulation,telecoms
trex,bgp-simulation,Bgp Simulation,telecoms
trex,stateful-traffic-generation,Stateful Traffic Generation,telecoms
trex,line-rate-packet-generation,Line Rate Packet Generation,telecoms
trex,ipv6-traffic,Ipv6 Traffic,telecoms
trex,mpls-traffic,Mpls Traffic,telecoms
trex,rest-api-control,Rest Api Control,telecoms
trex,dpdk-packet-processing,Dpdk Packet Processing,telecoms
trex,load-testing,Load Testing,telecoms
trex,pcap-replay,Pcap Replay,telecoms
trex,sip-traffic,Sip Traffic,telecoms
trex,l2-l7-traffic-generation,L2 L7 Traffic Generation,telecoms
trex,protocol-emulation,Protocol Emulation,telecoms
trex,traffic-generation,Traffic Generation,telecoms
trex,python-automation-api,Python Automation Api,telecoms
trex,vxlan-traffic,Vxlan Traffic,telecoms
trex,ospf-simulation,Ospf Simulation,telecoms
trex,stateless-traffic-generation,Stateless Traffic Generation,telecoms
trex,http-traffic-generation,Http Traffic Generation,telecoms
trex,ipv4-traffic,Ipv4 Traffic,telecoms
trex,network-performance-testing,Network Performance Testing,telecoms
vrnetlab-original,netconf-server,Netconf Server,telecoms
vrnetlab-original,multi-vendor-nos,Multi Vendor Nos,telecoms
vrnetlab-original,serial-console-access,Serial Console Access,telecoms
vrnetlab-original,containerized-kvm-router,Containerized Kvm Router,telecoms
vrnetlab-original,config-mutation,Config Mutation,telecoms
vrnetlab-original,ospf-routing,Ospf Routing,telecoms
vrnetlab-original,isis-routing,Isis Routing,telecoms
vrnetlab-original,mpls-dataplane,Mpls Dataplane,telecoms
vrnetlab-original,yang-datastore,Yang Datastore,telecoms
vrnetlab-original,snmp-agent,Snmp Agent,telecoms
vrnetlab-original,virtual-router-container,Virtual Router Container,telecoms
vrnetlab-original,bgp-routing,Bgp Routing,telecoms
vrnetlab-original,ssh-cli-access,Ssh Cli Access,telecoms
vyos,router-os,Router Os,telecoms
vyos,vrrp-ha,Vrrp Ha,telecoms
vyos,ipsec-vpn,Ipsec Vpn,telecoms
vyos,network-operating-system,Network Operating System,telecoms
vyos,wireguard-vpn,Wireguard Vpn,telecoms
vyos,containerlab-node,Containerlab Node,telecoms
vyos,openvpn-server,Openvpn Server,telecoms
vyos,bgp-routing,Bgp Routing,telecoms
vyos,commit-rollback-config,Commit Rollback Config,telecoms
vyos,firewall-policy,Firewall Policy,telecoms
vyos,cli-config-management,Cli Config Management,telecoms
vyos,config-mutation,Config Mutation,telecoms
vyos,isis-routing,Isis Routing,telecoms
vyos,ospf-routing,Ospf Routing,telecoms
vyos,packet-routing,Packet Routing,telecoms
vyos,nat-gateway,Nat Gateway,telecoms
vyos,rip-routing,Rip Routing,telecoms
yang-catalog-deployment,yang-module-catalog,Yang Module Catalog,telecoms
yang-catalog-deployment,yang-validation,Yang Validation,telecoms
yang-catalog-deployment,yang-model-search,Yang Model Search,telecoms
yang-catalog-deployment,restconf-api,Restconf Api,telecoms
yang-catalog-deployment,web-dashboard,Web Dashboard,telecoms
yang-catalog-deployment,metadata-extraction,Metadata Extraction,telecoms
yang-catalog-deployment,impact-analysis,Impact Analysis,telecoms
yang-catalog-deployment,module-comparison,Module Comparison,telecoms
yang-catalog-deployment,opensearch-indexing,Opensearch Indexing,telecoms
yang-catalog-deployment,rabbitmq-messaging,Rabbitmq Messaging,telecoms
yang-catalog-deployment,redis-cache,Redis Cache,telecoms
yang-catalog-deployment,nginx-reverse-proxy,Nginx Reverse Proxy,telecoms
5gdeploy-nist,docker-compose-network-emulation,Docker Compose Network Emulation,telecoms
5gdeploy-nist,upf-orchestration,Upf Orchestration,telecoms
5gdeploy-nist,config-mutation,Config Mutation,telecoms
5gdeploy-nist,free5gc-integration,Free5Gc Integration,telecoms
5gdeploy-nist,pfcp-n4-control,Pfcp N4 Control,telecoms
5gdeploy-nist,ran-emulation-orchestration,Ran Emulation Orchestration,telecoms
5gdeploy-nist,5g-core-orchestration,5G Core Orchestration,telecoms
5gdeploy-nist,multi-upf-deployment,Multi Upf Deployment,telecoms
5gdeploy-nist,nas-ngap-signaling,Nas Ngap Signaling,telecoms
5gdeploy-nist,multi-vendor-5g-deployment,Multi Vendor 5G Deployment,telecoms
5gdeploy-nist,oai-integration,Oai Integration,telecoms
5gdeploy-nist,gtp-u-dataplane,Gtp U Dataplane,telecoms
5gdeploy-nist,open5gs-integration,Open5Gs Integration,telecoms
5gdeploy-nist,comparative-5g-testing,Comparative 5G Testing,telecoms
advanced-netconf-explorer-anx,netconf-client,Netconf Client,telecoms
advanced-netconf-explorer-anx,yang-model-browser,Yang Model Browser,telecoms
advanced-netconf-explorer-anx,web-dashboard,Web Dashboard,telecoms
advanced-netconf-explorer-anx,config-mutation,Config Mutation,telecoms
advanced-netconf-explorer-anx,gnmi-client,Gnmi Client,telecoms
advanced-netconf-explorer-anx,java-netconf-library,Java Netconf Library,telecoms
advanced-netconf-explorer-anx,netconf-explorer,Netconf Explorer,telecoms
advanced-netconf-explorer-anx,yang-tree-navigation,Yang Tree Navigation,telecoms
advanced-netconf-explorer-anx,grpc-telemetry-client,Grpc Telemetry Client,telecoms
artillery,websocket-load-testing,Websocket Load Testing,telecoms
artillery,http-load-testing,Http Load Testing,telecoms
artillery,browser-automation-testing,Browser Automation Testing,telecoms
artillery,distributed-load-testing,Distributed Load Testing,telecoms
artillery,graphql-load-testing,Graphql Load Testing,telecoms
artillery,multi-protocol-testing,Multi Protocol Testing,telecoms
artillery,traffic-generation,Traffic Generation,telecoms
artillery,load-testing,Load Testing,telecoms
artillery,metrics-reporting,Metrics Reporting,telecoms
artillery,api-stress-testing,Api Stress Testing,telecoms
artillery,scenario-based-testing,Scenario Based Testing,telecoms
artillery,performance-benchmarking,Performance Benchmarking,telecoms
artillery,grpc-load-testing,Grpc Load Testing,telecoms
checkmk,snmpv3-support,Snmpv3 Support,telecoms
checkmk,snmp-monitoring,Snmp Monitoring,telecoms
checkmk,ipmi-monitoring,Ipmi Monitoring,telecoms
checkmk,web-dashboard,Web Dashboard,telecoms
checkmk,event-management,Event Management,telecoms
checkmk,network-device-monitoring,Network Device Monitoring,telecoms
checkmk,streaming-telemetry,Streaming Telemetry,telecoms
checkmk,infrastructure-monitoring,Infrastructure Monitoring,telecoms
checkmk,rest-api,Rest Api,telecoms
checkmk,alerting-engine,Alerting Engine,telecoms
checkmk,auto-discovery,Auto Discovery,telecoms
cisco-devnet-mdt-tig,yang-model-telemetry,Yang Model Telemetry,telecoms
cisco-devnet-mdt-tig,mdt-telemetry-collection,Mdt Telemetry Collection,telecoms
cisco-devnet-mdt-tig,influxdb-timeseries-storage,Influxdb Timeseries Storage,telecoms
cisco-devnet-mdt-tig,grafana-dashboard,Grafana Dashboard,telecoms
cisco-devnet-mdt-tig,streaming-telemetry,Streaming Telemetry,telecoms
cisco-devnet-mdt-tig,telegraf-pipeline,Telegraf Pipeline,telecoms
cisco-devnet-mdt-tig,docker-compose-stack,Docker Compose Stack,telecoms
cisco-devnet-mdt-tig,grpc-telemetry-receiver,Grpc Telemetry Receiver,telecoms
cisco-devnet-mdt-tig,cisco-ios-xe-telemetry,Cisco Ios Xe Telemetry,telecoms
cisco-nso-docker,netconf-server,Netconf Server,telecoms
cisco-nso-docker,cli-management,Cli Management,telecoms
cisco-nso-docker,netsim-device-simulation,Netsim Device Simulation,telecoms
cisco-nso-docker,config-mutation,Config Mutation,telecoms
cisco-nso-docker,dev-prod-docker-images,Dev Prod Docker Images,telecoms
cisco-nso-docker,yang-datastore,Yang Datastore,telecoms
cisco-nso-docker,ci-cd-pipeline,Ci Cd Pipeline,telecoms
cisco-nso-docker,ssh-server,Ssh Server,telecoms
cisco-nso-docker,network-orchestration,Network Orchestration,telecoms
cisco-nso-docker,multi-vendor-ned-support,Multi Vendor Ned Support,telecoms
cisco-nso-docker,restconf-server,Restconf Server,telecoms
cisco-xr-netconf-lab,time-series-metrics,Time Series Metrics,telecoms
cisco-xr-netconf-lab,jupyter-notebook-lab,Jupyter Notebook Lab,telecoms
cisco-xr-netconf-lab,netconf-client,Netconf Client,telecoms
cisco-xr-netconf-lab,web-dashboard,Web Dashboard,telecoms
cisco-xr-netconf-lab,config-mutation,Config Mutation,telecoms
cisco-xr-netconf-lab,yang-datastore,Yang Datastore,telecoms
cisco-xr-netconf-lab,traffic-generation,Traffic Generation,telecoms
cisco-xr-netconf-lab,streaming-telemetry,Streaming Telemetry,telecoms
cisco-xr-netconf-lab,model-driven-telemetry,Model Driven Telemetry,telecoms
cisco-xr-netconf-lab,grpc-telemetry-pipeline,Grpc Telemetry Pipeline,telecoms
clixon,netconf-server,Netconf Server,telecoms
clixon,multi-device-controller,Multi Device Controller,telecoms
clixon,cli-management-interface,Cli Management Interface,telecoms
clixon,config-mutation,Config Mutation,telecoms
clixon,atomic-transaction-rollback,Atomic Transaction Rollback,telecoms
clixon,yang-datastore,Yang Datastore,telecoms
clixon,nos-management-plane-framework,Nos Management Plane Framework,telecoms
clixon,embedded-configuration-database,Embedded Configuration Database,telecoms
clixon,xpath-query-support,Xpath Query Support,telecoms
clixon,xml-configuration-management,Xml Configuration Management,telecoms
clixon,restconf-server,Restconf Server,telecoms
docker-asterisk,config-mutation,Config Mutation,telecoms
docker-asterisk,health-checks,Health Checks,telecoms
docker-asterisk,srtp-encryption,Srtp Encryption,telecoms
docker-asterisk,sip-server,Sip Server,telecoms
docker-asterisk,tls-support,Tls Support,telecoms
docker-asterisk,webrtc-sip,Webrtc Sip,telecoms
docker-asterisk,multi-variant-docker-image,Multi Variant Docker Image,telecoms
docker-asterisk,intrusion-detection,Intrusion Detection,telecoms
docker-asterisk,asterisk-pbx,Asterisk Pbx,telecoms
docker-asterisk,voip-gateway,Voip Gateway,telecoms
docker-asterisk,websms-messaging,Websms Messaging,telecoms
elastiflow,kibana-visualization,Kibana Visualization,telecoms
elastiflow,ipfix-collection,Ipfix Collection,telecoms
elastiflow,flow-analytics,Flow Analytics,telecoms
elastiflow,web-dashboard,Web Dashboard,telecoms
elastiflow,streaming-telemetry,Streaming Telemetry,telecoms
elastiflow,logstash-pipeline,Logstash Pipeline,telecoms
elastiflow,netflow-collection,Netflow Collection,telecoms
elastiflow,elasticsearch-indexing,Elasticsearch Indexing,telecoms
elastiflow,sflow-collection,Sflow Collection,telecoms
elastiflow,multi-service-compose,Multi Service Compose,telecoms
ella-core,nas-protocol-handling,Nas Protocol Handling,telecoms
ella-core,sbi-rest-interface,Sbi Rest Interface,telecoms
ella-core,5g-core-nrf,5G Core Nrf,telecoms
ella-core,embedded-database,Embedded Database,telecoms
ella-core,single-binary-core,Single Binary Core,telecoms
ella-core,ebpf-data-plane,Ebpf Data Plane,telecoms
ella-core,web-dashboard,Web Dashboard,telecoms
ella-core,5g-core-udm,5G Core Udm,telecoms
ella-core,pfcp-session-management,Pfcp Session Management,telecoms
ella-core,gtp-u-tunneling,Gtp U Tunneling,telecoms
ella-core,private-5g-core,Private 5G Core,telecoms
ella-core,5g-core-amf,5G Core Amf,telecoms
ella-core,config-mutation,Config Mutation,telecoms
ella-core,ngap-protocol-handling,Ngap Protocol Handling,telecoms
ella-core,5g-core-smf,5G Core Smf,telecoms
ella-core,5g-core-upf,5G Core Upf,telecoms
ella-core,5g-core-ausf,5G Core Ausf,telecoms
exabgp,json-api-control-plane,Json Api Control Plane,telecoms
exabgp,traffic-engineering,Traffic Engineering,telecoms
exabgp,mpls-signaling,Mpls Signaling,telecoms
exabgp,config-mutation,Config Mutation,telecoms
exabgp,flowspec-ddos-mitigation,Flowspec Ddos Mitigation,telecoms
exabgp,bgp-policy-testing,Bgp Policy Testing,telecoms
exabgp,traffic-generation,Traffic Generation,telecoms
exabgp,srv6-support,Srv6 Support,telecoms
exabgp,evpn-simulation,Evpn Simulation,telecoms
exabgp,python-scripting-interface,Python Scripting Interface,telecoms
exabgp,bgp-ls-topology-advertisement,Bgp Ls Topology Advertisement,telecoms
exabgp,bgp-route-injection,Bgp Route Injection,telecoms
exabgp,vpls-emulation,Vpls Emulation,telecoms
fd-io-vpp-vector-packet-processing,segment-routing,Segment Routing,telecoms
fd-io-vpp-vector-packet-processing,ipsec-tunnel,Ipsec Tunnel,telecoms
fd-io-vpp-vector-packet-processing,linux-control-plane-integration,Linux Control Plane Integration,telecoms
fd-io-vpp-vector-packet-processing,containerlab-node,Containerlab Node,telecoms
fd-io-vpp-vector-packet-processing,gre-tunnel,Gre Tunnel,telecoms
fd-io-vpp-vector-packet-processing,mpls-dataplane,Mpls Dataplane,telecoms
fd-io-vpp-vector-packet-processing,high-performance-packet-processing,High Performance Packet Processing,telecoms
fd-io-vpp-vector-packet-processing,acl-enforcement,Acl Enforcement,telecoms
fd-io-vpp-vector-packet-processing,nat64,Nat64,telecoms
fd-io-vpp-vector-packet-processing,lisp-dataplane,Lisp Dataplane,telecoms
fd-io-vpp-vector-packet-processing,ipv4-forwarding,Ipv4 Forwarding,telecoms
fd-io-vpp-vector-packet-processing,ipv6-forwarding,Ipv6 Forwarding,telecoms
fd-io-vpp-vector-packet-processing,config-mutation,Config Mutation,telecoms
fd-io-vpp-vector-packet-processing,vswitch,Vswitch,telecoms
fd-io-vpp-vector-packet-processing,vxlan-termination,Vxlan Termination,telecoms
fd-io-vpp-vector-packet-processing,userspace-networking,Userspace Networking,telecoms
fd-io-vpp-vector-packet-processing,vrouter,Vrouter,telecoms
fd-io-vpp-vector-packet-processing,nat44,Nat44,telecoms
gobgp,flowspec-support,Flowspec Support,telecoms
gobgp,sr-policy-support,Sr Policy Support,telecoms
gobgp,cli-management,Cli Management,telecoms
gobgp,grpc-api,Grpc Api,telecoms
gobgp,bgp-route-reflector,Bgp Route Reflector,telecoms
gobgp,config-mutation,Config Mutation,telecoms
gobgp,mrt-dump,Mrt Dump,telecoms
gobgp,bgp-policy-engine,Bgp Policy Engine,telecoms
gobgp,rpki-validation,Rpki Validation,telecoms
gobgp,bgp-daemon,Bgp Daemon,telecoms
gobgp,evpn-support,Evpn Support,telecoms
gobgp,bmp-monitoring,Bmp Monitoring,telecoms
gobgp,bgp-ls-support,Bgp Ls Support,telecoms
goflow2,kafka-output,Kafka Output,telecoms
goflow2,file-output,File Output,telecoms
goflow2,ipfix-collection,Ipfix Collection,telecoms
goflow2,json-encoding,Json Encoding,telecoms
goflow2,stdout-output,Stdout Output,telecoms
goflow2,streaming-telemetry,Streaming Telemetry,telecoms
goflow2,netflow-collection,Netflow Collection,telecoms
goflow2,flow-pipeline-configuration,Flow Pipeline Configuration,telecoms
goflow2,sflow-collection,Sflow Collection,telecoms
goflow2,flow-data-serialization,Flow Data Serialization,telecoms
goflow2,protobuf-encoding,Protobuf Encoding,telecoms
gradiant-5g-charts,ran-simulator-ueransim,Ran Simulator Ueransim,telecoms
gradiant-5g-charts,ran-simulator-packetrusher,Ran Simulator Packetrusher,telecoms
gradiant-5g-charts,scp-service-communication-proxy,Scp Service Communication Proxy,telecoms
gradiant-5g-charts,lte-core,Lte Core,telecoms
gradiant-5g-charts,automated-testing-pipeline,Automated Testing Pipeline,telecoms
gradiant-5g-charts,config-mutation,Config Mutation,telecoms
gradiant-5g-charts,5g-nr-stack,5G Nr Stack,telecoms
gradiant-5g-charts,helm-chart-deployment,Helm Chart Deployment,telecoms
gradiant-5g-charts,dockerhub-images,Dockerhub Images,telecoms
gradiant-5g-charts,ran-simulator-oai-gnb,Ran Simulator Oai Gnb,telecoms
gradiant-5g-charts,5g-core-open5gs,5G Core Open5Gs,telecoms
gradiant-5g-charts,multi-ran-integration,Multi Ran Integration,telecoms
gradiant-5g-charts,ran-simulator-srsran,Ran Simulator Srsran,telecoms
icinga2-docker,master-agent-architecture,Master Agent Architecture,telecoms
icinga2-docker,snmp-monitoring,Snmp Monitoring,telecoms
icinga2-docker,snmp-trap-receiver,Snmp Trap Receiver,telecoms
icinga2-docker,web-dashboard,Web Dashboard,telecoms
icinga2-docker,monitoring-configuration-api,Monitoring Configuration Api,telecoms
